,TYPE,CHILD_NAME,PARENT_NAME,REFERENCE,BROTHERS,RESULT
322,float,longitude,GPSSensor,/OutdoorTemperatureSensor/hasLocation/Longitude/hasStrValue,5,0
323,float,longitude,GPSSensor,/OutdoorTemperatureSensor/hasLocation/Longitude/hasLocUnits/LocationUnits,5,0
324,float,latitude,GPSSensor,/TemperatureSensor/hasLocation/Latitude/hasDecValue,5,0
325,float,latitude,GPSSensor,/TemperatureSensor/hasLocation/Latitude/hasStrValue,5,0
326,float,latitude,GPSSensor,/Latitude/hasDecValue,5,0
327,float,latitude,GPSSensor,/Latitude/hasStrValue,5,0
328,float,latitude,GPSSensor,/Latitude/hasLocUnits/LocationUnits,5,0
329,float,latitude,GPSSensor,/Latitude/hasLocUnits/LocationUnits/hasDecValue,5,0
330,float,latitude,GPSSensor,/Latitude/hasLocUnits/LocationUnits/hasStrValue,5,0
331,float,latitude,GPSSensor,/Sensor/hasLocation/Latitude,5,0
332,float,latitude,GPSSensor,/Sensor/hasLocation/Latitude/hasDecValue,5,0
333,float,latitude,GPSSensor,/Sensor/hasLocation/Latitude/hasStrValue,5,0
334,float,latitude,GPSSensor,/Sensor/hasLocation/Latitude/hasLocUnits/LocationUnits,5,0
335,float,latitude,GPSSensor,/GPSSensor/hasLocation/Latitude,5,0
336,float,latitude,GPSSensor,/GPSSensor/hasLocation/Latitude/hasDecValue,5,0
337,float,latitude,GPSSensor,/GPSSensor/hasLocation/Latitude/hasStrValue,5,0
